;;;RESTAURANTE ITALOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/11/2025;
;;;155634853-2-2016 DV 22;;;;;;;;;;;;;;;;;;;;;;;;;;;Página 1 de 1;
;;;;LOS PUEBLOS LOCAL # 10 B;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Analisis de Ventas de Productos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Desde;01/09/2025;;;;;;;;;;;Días;;67;;;%Sugerido;;;12.16;%Anterior;;4.60
;;;;;;;;;;;;;Hasta;;;07/11/2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.27;;;
;  Tipo: Productos  Ordenado Por: Ventas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Código;;;;Descripción;;;Cantidad;;Prom/Med;;;;;;;Estim/Med;;;;;;Total Ventas;;;Total Costos;;Total Utilidad;;% Util.
;;;;;AGUA;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;;;;;FRIJOL;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP13;;;;;;Lunes;;;1.00;;.11;;;;;;;.12;;;;;;B/.0.00;;B/.0.00;;B/.0.00;;0.00
;ACOMP13;;;;;;Martes;;;1.00;;.11;;;;;;;.12;;;;;;B/.0.00;;B/.0.00;;B/.0.00;;0.00
;ACOMP13;;;;;;Jueves;;;2.00;;.22;;;;;;;.25;;;;;;B/.0.00;;B/.0.00;;B/.0.00;;0.00
;ACOMP13;;;;;;Viernes;;;1.00;;.11;;;;;;;.12;;;;;;B/.0.00;;B/.0.00;;B/.0.00;;0.00
;;;;;;;;;;5.00;;;;;;;;;;;;;;B/.0.00;;;;;B/.0.00;;
;;;;;PORCION DE TAJADA;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP14;;;;;;Domingo;;;552.00;;61.33;;;306.67;;;;68.79;;343.95;;;;B/.10.50;;B/.0.00;;B/.10.50;;100.00
;ACOMP14;;;;;;Lunes;;;483.00;;53.67;;;268.33;;;;60.19;;300.96;;;;B/.3.56;;B/.0.00;;B/.3.56;;100.00
;ACOMP14;;;;;;Martes;;;330.00;;36.67;;;183.33;;;;41.12;;205.62;;;;B/.9.75;;B/.0.00;;B/.9.75;;100.00
;ACOMP14;;;;;;Miércoles;;;406.00;;45.11;;;225.56;;;;50.60;;252.98;;;;B/.19.50;;B/.0.00;;B/.19.50;;100.00
;ACOMP14;;;;;;Jueves;;;584.00;;64.89;;;324.44;;;;72.78;;363.89;;;;B/.13.23;;B/.0.00;;B/.13.23;;100.00
;ACOMP14;;;;;;Viernes;;;582.00;;64.67;;;323.33;;;;72.53;;362.64;;;;B/.15.75;;B/.0.00;;B/.15.75;;100.00
;ACOMP14;;;;;;Sábado;;;585.00;;65.00;;;325.00;;;;72.90;;364.51;;;;B/.6.75;;B/.0.00;;B/.6.75;;100.00
;;;;;;;;;;3522.00;;;;;;;;;;;;;;B/.79.04;;;;;B/.79.04;;
;;;;;PLATANO EN TENTACION;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP15;;;;;;Domingo;;;13.00;;1.44;;;144.44;;;;1.62;;162.01;;;;B/.0.00;;B/.0.00;;B/.0.00;;0.00
;ACOMP15;;;;;;Lunes;;;36.00;;4.00;;;400.00;;;;4.49;;448.63;;;;B/.5.12;;B/.0.00;;B/.5.12;;100.00
;ACOMP15;;;;;;Martes;;;39.00;;4.33;;;433.33;;;;4.86;;486.02;;;;B/.3.00;;B/.0.00;;B/.3.00;;100.00
;ACOMP15;;;;;;Miércoles;;;5.00;;.56;;;55.56;;;;.62;;62.31;;;;B/.2.25;;B/.0.00;;B/.2.25;;100.00
;ACOMP15;;;;;;Jueves;;;5.00;;.56;;;55.56;;;;.62;;62.31;;;;B/.3.75;;B/.0.00;;B/.3.75;;100.00
;ACOMP15;;;;;;Viernes;;;70.00;;7.78;;;777.78;;;;8.72;;872.34;;;;B/.3.00;;B/.0.00;;B/.3.00;;100.00
;ACOMP15;;;;;;Sábado;;;41.00;;4.56;;;455.56;;;;5.11;;510.94;;;;B/.14.38;;B/.0.00;;B/.14.38;;100.00
;;;;;;;;;;209.00;;;;;;;;;;;;;;B/.31.50;;;;;B/.31.50;;
;;;;;MACARRONES;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP16;;;;;;Domingo;;;48.00;;5.33;;;1066.67;;;;5.98;;1196.35;;;;B/.44.67;;B/.0.00;;B/.44.67;;100.00
;ACOMP16;;;;;;Miércoles;;;47.00;;5.22;;;1044.44;;;;5.86;;1171.43;;;;B/.23.36;;B/.0.00;;B/.23.36;;100.00
;;;;;;;;;;95.00;;;;;;;;;;;;;;B/.68.03;;;;;B/.68.03;;
;;;;;PLATANO ASADO;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP20;;;;;;Sábado;;;2.00;;.22;;;;;;;.25;;;;;;B/.3.64;;B/.3.90;;-B/.0.26;;-7.14
;;;;;;;;;;2.00;;;;;;;;;;;;;;B/.3.64;;;;;-B/.0.26;;
;;;;;SODA;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;BEBID01;;;;;;Domingo;;;971.00;;107.89;;;;;;;121.01;;;;;;B/.224.52;;B/.524.34;;-B/.299.82;;-133.54
;BEBID01;;;;;;Lunes;;;731.00;;81.22;;;;;;;91.10;;;;;;B/.209.69;;B/.394.74;;-B/.185.05;;-88.25
;BEBID01;;;;;;Martes;;;633.00;;70.33;;;;;;;78.88;;;;;;B/.175.00;;B/.341.82;;-B/.166.82;;-95.33
;BEBID01;;;;;;Miércoles;;;751.00;;83.44;;;;;;;93.59;;;;;;B/.184.89;;B/.405.54;;-B/.220.65;;-119.34
;BEBID01;;;;;;Jueves;;;817.00;;90.78;;;;;;;101.81;;;;;;B/.177.34;;B/.441.18;;-B/.263.84;;-148.78
